Year,"Sort
order","Major area, region, country or area of destination",0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1995,1995091,Southern Asia,"308,841","349,207","568,841","924,210","1,265,590","1,540,973","1,576,349","1,482,938","1,286,652","1,106,465","943,880","764,563","635,958","549,565","487,241","1,551,746","15,343,019"
1995,1995092,Afghanistan,"4,379","4,705","5,337","6,381","7,729","8,399","7,952","6,892","5,484","4,212","3,258","2,629","1,923","1,118",447,677,"71,522"
1995,1995093,Bangladesh,"67,050","46,275","40,070","88,783","153,366","179,182","143,628","84,120","47,281","29,522","18,732","12,330","9,043","7,947","4,455","2,951","934,735"
1995,1995094,Bhutan,872,759,762,817,"1,563","7,045","4,605","3,176","2,783","1,844","1,415",848,534,388,269,292,"27,972"
1995,1995095,India,"34,404","54,540","134,853","257,230","372,343","512,566","603,478","642,872","605,196","538,732","474,210","380,121","321,399","312,209","335,387","1,372,698","6,952,238"
1995,1995096,Iran (Islamic Republic of),"162,671","178,791","261,143","339,943","397,115","403,092","333,485","245,139","165,241","124,380","94,193","86,245","63,743","41,240","16,496","24,751","2,937,668"
1995,1995097,Maldives,"1,144","1,037","1,024","1,007","1,508","2,024","2,214","2,133","1,854","1,386","1,042",743,551,334,192,317,"18,510"
1995,1995098,Nepal,"14,648","26,170","35,953","59,813","85,719","89,584","81,323","72,423","56,570","47,007","33,622","26,004","23,679","16,681","9,458","11,571","690,225"
1995,1995099,Pakistan,"22,681","35,957","88,905","169,588","245,481","337,929","397,867","423,838","398,999","355,179","312,641","250,609","210,462","165,859","117,555","135,758","3,669,308"
1995,1995100,Sri Lanka,992,973,794,648,766,"1,152","1,797","2,345","3,244","4,203","4,767","5,034","4,624","3,789","2,982","2,731","40,841"
1995,1995101,South-Eastern Asia,"186,375","199,089","267,410","375,342","463,210","465,332","401,023","323,393","246,460","186,069","147,361","119,567","96,633","70,351","56,548","95,894","3,700,057"
1995,1995102,Brunei Darussalam,"4,126","2,400","1,979","2,727","8,781","15,060","15,334","12,405","8,834","5,577","2,878","1,299","1,115",731,612,890,"84,748"
1995,1995103,Cambodia,"4,410","6,397","11,769","14,862","11,435","8,993","7,998","6,349","5,648","4,597","3,153","2,024","1,582","1,235","1,060",718,"92,230"
1995,1995104,Indonesia,"27,158","27,642","32,967","37,705","39,736","40,110","38,628","33,748","28,719","22,609","18,233","13,018","9,112","4,556","2,278","2,741","378,960"
1995,1995105,Lao People's Democratic Republic,"1,292","1,515","1,893","2,253","2,530","2,704","2,676","2,184","1,654","1,247","1,015",849,718,527,252,217,"23,526"
1995,1995106,Malaysia,"68,051","54,219","55,503","105,712","162,321","157,650","118,349","81,654","49,233","27,991","16,440","10,563","7,774","5,708","7,146","9,054","937,368"
1995,1995107,Myanmar,"5,312","6,272","7,169","9,990","12,371","13,766","12,975","11,276","8,881","7,231","5,392","4,400","3,288","2,030","1,177","2,133","113,663"
1995,1995108,Philippines,"18,907","15,181","13,903","13,146","16,949","19,368","19,047","16,785","14,973","11,971","9,982","8,247","6,701","5,729","5,619","10,837","207,345"
1995,1995109,Singapore,"21,295","27,801","42,721","57,074","78,156","101,532","107,650","102,819","89,036","76,952","69,297","62,594","51,902","33,844","19,660","49,159","991,492"
1995,1995110,Thailand,"30,467","51,758","93,046","125,332","124,017","99,304","72,617","51,847","36,263","25,295","18,823","14,856","13,046","15,091","18,378","19,580","809,720"
1995,1995111,Timor-Leste,997,685,576,604,973,"1,252","1,265","1,085",804,538,342,235,194,86,40,67,"9,743"
1995,1995112,Viet Nam,"4,360","5,219","5,884","5,937","5,941","5,593","4,484","3,241","2,415","2,061","1,806","1,482","1,201",814,326,498,"51,262"
1995,1995113,Western Asia,"1,257,268","1,207,158","1,070,332","944,710","1,334,086","1,930,218","2,140,315","1,871,000","1,429,344","1,032,366","739,080","500,100","400,516","331,277","266,481","376,173","16,830,424"
1995,1995114,Armenia,"37,290","36,289","44,961","50,134","52,137","45,780","43,743","45,813","54,928","56,825","46,278","33,637","34,994","36,430","30,240","44,520","693,999"
1995,1995115,Azerbaijan,"9,803","11,593","12,378","19,651","24,960","25,193","25,178","27,876","31,302","32,743","29,615","26,293","24,647","22,973","10,103","9,762","344,070"
1995,1995116,Bahrain,"13,560","12,781","11,114","9,311","12,802","22,141","30,629","32,176","25,136","15,126","8,579","5,233","3,184","2,035","1,324",848,"205,979"
1995,1995117,Cyprus,"1,795","3,464","4,866","5,392","6,737","7,219","6,886","6,071","4,957","3,571","2,743","2,258","2,183","1,538","1,049","1,212","61,941"
1995,1995118,Georgia,"5,198","5,199","6,112","6,760","7,810","8,258","9,180","10,149","11,306","11,251","11,112","12,122","11,922","12,064","10,119","13,673","152,235"
1995,1995119,Iraq,"4,262","11,665","17,994","24,330","27,167","26,790","22,471","17,538","12,795","9,879","7,819","6,537","4,553","2,826","1,130","1,704","199,460"
1995,1995120,Israel,"19,830","56,720","65,064","68,358","70,180","74,071","93,661","117,794","141,616","165,935","165,935","136,610","138,192","145,466","132,632","200,121","1,792,185"
1995,1995121,Jordan,"247,775","204,635","152,674","127,541","136,879","120,904","106,735","93,749","80,718","64,179","52,723","48,014","38,182","26,588","16,823","18,978","1,537,097"
1995,1995122,Kuwait,"101,462","98,270","87,316","77,311","74,328","94,047","102,905","85,589","70,145","48,330","34,254","18,655","15,388","4,971","4,661","4,322","921,954"
1995,1995123,Lebanon,"89,995","63,704","54,901","52,024","58,311","56,610","51,359","44,382","35,985","27,452","21,600","19,034","13,834","7,005","5,015","7,092","608,303"
1995,1995124,Oman,"25,529","23,094","14,106","6,434","39,039","104,963","113,550","96,606","61,627","31,118","14,594","5,247","2,212",732,417,375,"539,643"
1995,1995125,Qatar,"31,725","28,907","23,455","17,851","27,257","41,295","51,836","46,851","39,095","25,226","14,300","7,254","3,446","1,613","1,035",527,"361,673"
1995,1995126,Saudi Arabia,"397,767","364,322","284,770","215,357","389,102","777,096","874,465","716,268","487,791","294,171","167,101","74,451","40,248","14,835","12,327","12,631","5,122,702"
1995,1995127,State of Palestine,"17,726","35,828","38,783","33,429","24,912","17,585","8,943","7,134","4,507","7,796","19,685","16,404","14,999","13,595","9,297","11,144","281,767"
1995,1995128,Syrian Arab Republic,"49,772","45,094","34,856","26,077","46,933","108,851","152,322","142,791","103,326","61,044","32,516","15,574","6,719","2,758","1,097",880,"830,610"
1995,1995129,Turkey,"59,010","60,990","90,466","118,513","138,030","145,001","133,159","108,460","71,607","56,580","52,474","45,815","34,760","30,046","25,755","45,507","1,216,173"
1995,1995130,United Arab Emirates,"125,936","130,419","110,614","75,282","185,508","241,591","301,272","261,832","184,344","114,790","52,652","23,040","8,408","4,280","2,154","1,996","1,824,118"
1995,1995131,Yemen,"18,833","14,184","15,902","10,955","11,994","12,823","12,021","9,921","8,159","6,350","5,100","3,922","2,645","1,522","1,303",881,"136,515"
1995,1995132,EUROPE,"834,860","1,470,599","2,280,566","2,928,386","3,796,837","4,654,891","5,156,690","5,295,868","5,054,457","4,450,395","3,795,630","3,312,157","2,896,576","2,168,273","1,854,958","2,915,232","52,867,154"
1995,1995133,Eastern Europe,"290,957","584,021","1,063,424","1,288,916","1,431,264","1,618,244","1,817,383","2,007,510","2,018,027","1,852,778","1,539,286","1,466,131","1,289,526","896,212","801,166","1,379,279","21,344,124"
1995,1995134,Belarus,"28,876","31,560","51,510","66,689","82,869","103,864","113,082","119,019","107,223","97,374","83,608","75,390","62,802","49,379","44,377","68,660","1,186,282"
1995,1995135,Bulgaria,943,"1,178","1,488","2,090","3,416","2,636","2,842","3,247","3,097","2,350","1,541",978,"1,750","1,509","1,427","1,943","32,435"
1995,1995136,Czechia,810,"2,060","3,120","3,809","5,892","8,553","10,847","12,333","13,347","14,723","13,765","16,886","15,683","13,807","13,088","16,869","165,592"
1995,1995137,Hungary,"6,804","8,562","13,306","16,792","22,116","24,388","26,209","20,334","19,227","17,047","16,114","26,351","21,105","18,516","19,230","46,133","322,234"
1995,1995138,Poland,"12,645","18,084","19,934","17,381","19,989","21,965","24,694","24,927","26,834","37,130","64,479","122,712","136,916","104,763","100,355","211,917","964,725"
1995,1995139,Republic of Moldova,"13,526","7,852","9,249","14,902","17,800","17,656","18,297","22,952","31,147","38,202","38,490","31,549","25,914","19,150","20,212","40,333","367,231"
1995,1995140,Romania,"1,454","1,667","1,660","3,473","4,800","4,032","3,720","3,271","3,082","6,771","10,417","14,624","17,048","15,399","14,899","28,720","135,037"
1995,1995141,Russian Federation,"146,201","340,724","682,718","830,370","915,477","1,020,254","1,110,834","1,217,717","1,217,479","1,074,761","805,882","748,508","634,396","358,259","304,243","521,104","11,928,927"
1995,1995142,Slovakia,376,931,"1,908","2,316","2,644","3,397","4,223","5,216","5,906","6,214","7,756","5,964","6,749","5,218","4,143","6,362","69,323"
1995,1995143,Ukraine,"79,322","171,403","278,531","331,094","356,261","411,499","502,635","578,494","590,685","558,206","497,234","423,169","367,163","310,212","279,192","437,238","6,172,338"
1995,1995144,Northern Europe,"115,382","208,126","249,897","317,732","497,280","659,970","718,989","704,414","664,864","599,349","535,159","453,947","428,362","371,064","294,277","376,012","7,194,824"
1995,1995145,Channel Islands,526,947,"1,234","1,750","4,219","6,464","6,362","5,880","5,533","5,791","5,675","3,891","2,956","2,558","2,329","4,404","60,519"
1995,1995146,Denmark,"7,060","13,882","16,979","20,109","29,002","35,552","36,646","32,243","26,822","21,143","16,653","12,833","9,742","7,940","5,695","10,807","303,108"
1995,1995147,Estonia,"2,519","4,588","6,136","9,247","12,903","20,057","25,027","27,959","27,170","29,658","31,326","27,642","32,703","21,485","17,703","19,632","315,755"
1995,1995148,Faeroe Islands,105,216,229,292,240,284,327,249,208,234,200,96,66,43,45,66,"2,900"
1995,1995149,Finland,"2,585","5,908","9,219","9,711","10,322","11,337","11,366","9,264","7,191","5,520","3,836","2,699","2,443","2,282","2,031","4,015","99,729"
1995,1995150,Iceland,741,785,843,"1,009","1,202","1,392","1,366","1,299","1,040",821,620,472,385,237,199,327,"12,738"
1995,1995151,Ireland,"8,747","15,465","11,230","13,843","22,963","29,636","28,952","23,095","15,470","13,733","10,539","8,678","6,426","5,788","4,704","7,623","226,892"
1995,1995152,Isle of Man,430,"1,003","1,319","1,454","1,964","2,671","3,111","3,032","2,704","3,330","2,905","2,524","2,087","2,027","2,134","4,191","36,886"
1995,1995153,Latvia,"1,300","2,876","6,381","10,249","12,714","17,394","27,094","43,493","55,802","58,912","56,608","53,221","50,049","45,152","45,342","51,506","538,093"
1995,1995154,Lithuania,"3,730","4,148","4,209","6,021","7,974","11,116","17,878","26,031","31,344","30,580","25,381","20,635","22,073","25,406","21,250","15,811","273,587"
1995,1995155,Norway,"5,821","10,635","11,960","13,970","20,584","28,206","29,357","26,753","22,284","17,404","12,596","9,911","7,162","6,476","3,928","6,255","233,302"
1995,1995156,Sweden,"11,819","34,735","45,394","44,577","55,485","79,011","96,640","94,643","87,428","85,447","68,482","62,375","51,763","45,362","34,458","38,403","936,022"
1995,1995157,United Kingdom,"69,999","112,938","134,764","185,500","317,708","416,850","434,863","410,473","381,868","326,776","300,338","248,970","240,507","206,308","154,459","212,972","4,155,293"
1995,1995158,Southern Europe,"154,724","233,549","320,816","404,888","551,673","677,981","676,943","603,894","493,966","399,694","336,884","263,034","231,349","174,076","179,526","281,899","5,985,675"
1995,1995159,Albania,"5,796","5,768","5,714","5,789","6,478","6,762","7,352","7,375","5,889","3,972","2,589","1,857","1,407","1,175","1,352","2,079","71,354"
1995,1995160,Andorra,870,"1,367","1,674","1,969","3,038","4,557","5,106","4,609","3,814","2,947","2,447","2,033","1,809","1,397","1,116","1,772","40,525"
1995,1995161,Bosnia and Herzegovina,"3,370","3,242","2,301","3,011","5,332","6,103","5,835","5,766","5,959","5,691","5,307","4,602","4,301","3,830","3,048","1,778","69,476"
1995,1995162,Croatia,"4,762","12,968","22,442","27,489","37,049","52,922","64,516","71,391","68,583","59,210","59,675","49,113","50,077","39,044","25,087","29,757","674,085"
1995,1995163,Gibraltar,629,598,529,466,659,904,975,936,788,595,467,338,236,118,59,84,"8,381"
1995,1995164,Greece,"45,794","53,336","59,788","66,919","93,263","106,673","99,402","80,435","69,481","51,530","38,842","26,512","21,598","8,635","8,609","27,033","857,850"
1995,1995165,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,780
1995,1995166,Italy,"41,287","67,156","93,012","125,954","175,753","229,083","234,379","194,414","137,783","98,477","81,475","63,006","45,782","38,136","52,424","96,832","1,774,953"
1995,1995167,Malta,435,"1,326","1,701","1,827","1,987","2,272","1,792","1,300",924,833,712,551,543,508,450,579,"17,740"
1995,1995168,Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1995,1995169,Portugal,"14,943","27,767","50,282","66,732","74,513","73,036","56,784","42,716","31,572","22,711","16,814","13,960","11,827","8,081","9,837","11,247","532,822"
1995,1995170,San Marino,134,163,152,150,336,533,600,483,387,255,163,107,74,46,28,48,"3,659"
1995,1995171,Serbia,"3,610","10,546","21,216","27,271","31,193","37,782","40,811","48,014","56,399","65,348","57,771","42,498","43,884","34,810","45,270","63,798","630,221"
1995,1995172,Slovenia,"1,123","2,625","4,339","6,298","8,659","14,214","18,763","21,910","21,357","19,976","15,481","11,356","9,609","7,203","4,451","7,055","174,419"
1995,1995173,Spain,"27,218","44,032","54,914","70,066","107,495","137,918","133,906","116,161","80,732","58,168","43,510","34,905","29,589","23,672","22,272","35,509","1,020,067"
1995,1995174,TFYR Macedonia,"4,753","2,655","2,752",947,"5,918","5,222","6,722","8,384","10,298","9,981","11,631","12,196","10,613","7,421","5,523","4,327","109,343"
1995,1995175,Western Europe,"273,797","444,903","646,429","916,850","1,316,620","1,698,696","1,943,375","1,980,050","1,877,600","1,598,574","1,384,301","1,129,045","947,339","726,921","579,989","878,042","18,342,531"
1995,1995176,Austria,"14,723","19,232","25,392","41,398","65,928","81,157","89,200","96,696","89,166","74,434","67,630","58,409","50,659","43,280","31,927","45,662","894,893"
1995,1995177,Belgium,"54,531","58,763","56,875","60,450","70,893","88,782","91,953","83,841","71,448","59,184","52,982","44,112","38,694","28,713","22,190","26,358","909,769"
1995,1995178,France,"50,180","104,060","159,481","214,909","315,386","429,553","549,881","621,484","643,306","585,337","516,349","442,019","375,330","320,066","268,723","491,929","6,087,993"
1995,1995179,Germany,"65,399","144,512","269,804","433,746","626,084","775,092","862,887","856,618","793,258","649,280","536,436","429,558","359,117","241,012","191,262","230,341","7,464,406"
1995,1995180,Liechtenstein,978,974,937,927,"1,154","1,303","1,273","1,192","1,137","1,065",772,438,331,338,181,311,"13,311"
1995,1995181,Luxembourg,"2,676","4,120","4,959","5,503","8,829","13,416","15,225","14,430","13,087","10,375","9,206","6,779","5,571","3,814","2,929","5,187","126,106"
1995,1995182,Monaco,503,544,556,604,753,"1,062","1,425","1,668","1,732","1,708","1,729","1,716","1,549","1,326","1,424","2,761","21,060"
1995,1995183,Netherlands,"21,559","41,042","57,733","83,794","116,427","153,369","160,922","146,130","129,251","101,478","91,238","63,483","53,383","46,337","35,431","44,587","1,346,164"
1995,1995184,Switzerland,"63,248","71,656","70,692","75,519","111,166","154,962","170,609","157,991","135,215","115,713","107,959","82,531","62,705","42,035","25,922","30,906","1,478,829"
1995,1995185,LATIN AMERICA AND THE CARIBBEAN,"288,575","345,781","349,881","389,504","475,544","526,975","543,004","534,858","519,546","465,398","434,585","376,842","359,309","335,624","272,151","477,063","6,694,640"
1995,1995186,Caribbean,"74,378","77,795","84,772","95,954","117,724","123,114","118,868","99,792","81,013","65,542","53,648","39,131","33,718","27,963","24,185","37,103","1,154,700"
1995,1995187,Anguilla,282,249,222,235,306,358,379,354,278,193,133,106,93,52,45,32,"3,317"
1995,1995188,Antigua and Barbuda,"1,528",946,"1,039","1,329","1,678","2,054","2,197","1,976","1,482",877,629,525,481,305,197,307,"17,550"
1995,1995189,Aruba,396,"1,385","1,246","1,162","2,431","3,482","3,215","2,519","1,952","1,445",866,616,459,409,275,416,"22,274"
1995,1995190,Bahamas,"1,112",636,737,"1,401","2,359","3,282","3,920","4,111","3,628","2,256","2,105","1,685","1,463","1,229",665,"1,065","31,654"
1995,1995191,Barbados,890,"1,134","1,289","1,700","2,442","2,951","3,051","2,888","2,318","2,004","1,445","1,069",835,749,531,928,"26,224"
1995,1995192,British Virgin Islands,437,509,520,501,864,"1,261","1,379","1,307","1,047",717,515,371,227,112,75,204,"10,046"
1995,1995193,Caribbean Netherlands,"2,235","1,449","2,534","2,691","2,241","2,917","4,258","4,792","4,926","4,408","3,163","2,441","1,559","1,176",752,716,"42,258"
1995,1995194,Cayman Islands,532,824,854,607,"1,047","1,464","2,156","1,745","1,504","1,181",851,608,357,256,194,140,"14,320"
1995,1995195,Cuba,376,353,651,672,761,669,765,"1,051","1,132","1,264","1,717","3,015","3,237","2,974","2,756","4,794","26,187"
1995,1995196,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1995,1995197,Dominica,431,489,363,275,228,212,200,176,158,117,111,88,73,61,52,87,"3,121"
1995,1995198,Dominican Republic,"38,641","29,418","27,806","30,694","36,814","34,896","28,230","21,961","17,017","13,265","10,472","7,618","6,894","5,643","4,930","9,082","323,381"
1995,1995199,Grenada,533,708,678,610,375,337,336,388,349,277,253,195,153,135,84,133,"5,544"
1995,1995200,Guadeloupe,"2,796","5,640","6,747","6,739","5,965","7,292","8,078","8,001","6,825","5,474","4,004","2,508","1,770","1,172",663,892,"74,566"
1995,1995201,Haiti,"1,858","1,219",923,995,"1,447","1,952","2,392","2,592","2,400","2,021","1,609","1,250",875,437,218,270,"22,458"
1995,1995202,Jamaica,"2,013","1,765","1,656","1,519","1,740","2,051","2,297","1,911","1,510","1,139",931,792,746,681,627,"1,335","22,713"
1995,1995203,Martinique,"1,980","4,214","5,362","5,086","4,199","4,295","4,438","4,250","3,458","2,783","2,307","1,482",878,797,592,478,"46,599"
1995,1995204,Montserrat,126,96,82,100,158,197,197,160,124,96,62,45,41,35,33,60,"1,612"
1995,1995205,Puerto Rico,"12,628","20,372","24,979","32,129","43,988","43,074","40,187","28,703","21,694","18,905","17,046","9,882","8,411","5,587","4,475","6,007","338,067"
1995,1995206,Saint Kitts and Nevis,332,391,452,332,296,347,338,315,262,233,199,187,159,129,112,164,"4,248"
1995,1995207,Saint Lucia,512,730,662,585,571,742,805,641,487,276,241,199,204,195,121,181,"7,152"
1995,1995208,Saint Vincent and the Grenadines,448,554,521,338,285,323,352,300,252,190,134,98,81,90,79,90,"4,135"
1995,1995209,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1995,1995210,Trinidad and Tobago,"1,459","1,352","1,391","1,539","1,929","2,251","2,524","2,813","2,838","2,562","2,195","2,183","2,903","4,217","5,531","8,307","45,994"
1995,1995211,Turks and Caicos Islands,575,597,545,478,614,838,864,785,571,376,251,207,165,70,52,51,"7,039"
1995,1995212,United States Virgin Islands,"2,258","2,765","3,513","4,237","4,986","5,869","6,310","6,053","4,801","3,483","2,409","1,961","1,654","1,452","1,126","1,364","54,241"
1995,1995213,Central America,"121,762","140,746","114,723","116,346","129,418","127,626","112,254","95,424","75,453","58,821","49,637","38,957","33,014","26,769","23,557","34,409","1,298,916"
1995,1995214,Belize,"1,082","2,103","3,005","3,444","3,891","3,893","3,535","3,056","2,573","1,962","1,472","1,046",795,587,440,562,"33,446"
1995,1995215,Costa Rica,"9,452","25,680","27,899","36,401","48,781","47,298","40,031","32,003","24,653","18,447","14,746","9,897","8,236","6,683","5,398","8,682","364,287"
1995,1995216,El Salvador,"3,806","3,740","3,638","3,615","4,185","3,661","3,089","2,846","2,490","1,975","1,477","1,251","1,013",787,663,"1,301","39,537"
1995,1995217,Guatemala,"10,124","8,765","10,246","13,797","18,382","20,655","19,032","15,776","11,343","7,958","5,714","4,939","3,951","2,370","1,422","1,714","156,188"
1995,1995218,Honduras,"7,219","8,802","13,940","18,014","20,019","19,683","15,953","11,630","8,161","6,311","5,332","4,932","3,946","2,367","1,420","1,713","149,442"
1995,1995219,Mexico,"85,349","81,250","49,699","35,502","27,155","23,681","21,191","20,923","18,200","15,747","15,671","13,056","11,735","11,036","11,772","16,582","458,549"
1995,1995220,Nicaragua,"3,156","7,656","2,917","1,509","1,236","1,359","1,503","1,559","1,431","1,136",849,618,511,385,285,509,"26,619"
1995,1995221,Panama,"1,574","2,750","3,379","4,064","5,769","7,396","7,920","7,631","6,602","5,285","4,376","3,218","2,827","2,554","2,157","3,346","70,848"
1995,1995222,South America,"92,435","127,240","150,386","177,204","228,402","276,235","311,882","339,642","363,080","341,035","331,300","298,754","292,577","280,892","224,409","405,551","4,241,024"
1995,1995223,Argentina,"11,431","28,458","37,623","50,673","78,687","99,029","109,247","114,861","128,997","124,167","130,927","120,212","122,797","123,655","100,812","213,493","1,595,069"
1995,1995224,Bolivia (Plurinational State of),"7,304","8,624","7,546","7,708","8,517","8,325","7,234","6,501","5,414","4,299","3,453","2,480","2,006","1,456","1,104","1,627","83,598"
1995,1995225,Brazil,"6,964","10,985","11,594","14,899","18,755","23,932","31,027","41,049","54,981","60,059","64,928","65,885","71,987","75,555","66,042","122,915","741,557"
1995,1995226,Chile,"7,024","10,113","13,983","12,283","14,061","14,328","12,224","10,462","8,694","7,005","5,941","4,844","4,545","4,269","3,796","8,845","142,417"
1995,1995227,Colombia,"11,961","15,748","15,835","10,666","7,858","6,872","6,001","5,637","5,024","4,292","3,740","3,198","2,990","2,488","1,777","2,856","106,943"
1995,1995228,Ecuador,"7,762","8,697","9,751","9,997","10,385","10,136","10,404","10,254","8,881","7,044","5,837","4,315","3,545","2,827","2,019","3,239","115,093"
1995,1995229,Falkland Islands (Malvinas),52,46,41,53,80,105,110,99,79,59,43,34,26,15,9,17,868
1995,1995230,French Guiana,"1,979","3,927","6,116","6,558","5,455","6,646","8,214","8,502","7,004","5,686","4,114","2,231","1,673","1,004",451,571,"70,131"
1995,1995231,Guyana,497,640,701,691,692,617,514,409,336,300,276,260,182,109,54,74,"6,352"
1995,1995232,Paraguay,"9,413","13,686","15,677","18,995","19,726","20,287","18,319","16,085","14,060","11,101","8,982","6,367","5,032","3,129","2,381","3,330","186,570"
1995,1995233,Peru,"3,736","3,937","3,155","3,215","3,551","3,818","4,434","4,270","3,925","3,946","3,594","3,125","2,932","2,503","2,295","4,296","56,732"
1995,1995234,Suriname,"1,747","1,996","2,085","2,069","2,118","2,150","1,975","1,721","1,407","1,194",994,807,698,585,325,399,"22,270"
1995,1995235,Uruguay,"3,344","3,022","2,740","2,225","2,975","5,057","6,400","5,537","4,507","5,131","6,542","7,628","7,136","8,603","8,272","14,309","93,428"
1995,1995236,Venezuela (Bolivarian Republic of),"19,221","17,361","23,539","37,172","55,542","74,933","95,779","114,255","119,771","106,752","91,929","77,368","67,028","54,694","35,072","29,580","1,019,996"
1995,1995237,NORTHERN AMERICA,"313,780","796,598","1,135,930","1,730,106","2,652,129","3,580,257","3,843,028","3,763,865","3,330,280","2,654,672","2,360,799","1,844,580","1,501,514","1,098,138","1,085,038","1,650,433","33,341,147"
1995,1995238,Bermuda,394,523,473,488,591,"1,619","2,251","2,299","1,889","1,488","1,348","1,041",676,492,423,681,"16,676"
1995,1995239,Canada,"43,838","100,322","134,611","192,343","289,451","398,991","429,768","461,431","525,540","431,105","368,170","337,077","325,353","279,668","244,765","302,345","4,864,778"
1995,1995240,Greenland,216,380,318,308,417,766,891,839,778,961,814,380,150,63,26,13,"7,320"
1995,1995241,Saint Pierre and Miquelon,66,93,125,100,77,101,143,154,119,89,72,43,33,28,33,44,"1,320"
1995,1995242,United States of America,"269,266","695,280","1,000,403","1,536,867","2,361,593","3,178,780","3,409,975","3,299,142","2,801,954","2,221,029","1,990,395","1,506,039","1,175,302","817,887","839,791","1,347,350","28,451,053"
1995,1995243,OCEANIA,"50,250","118,871","172,984","217,147","287,363","371,919","480,806","492,639","489,120","524,595","403,769","348,241","295,378","261,021","221,256","286,904","5,022,263"
1995,1995244,Australia/New Zealand,"36,006","102,235","155,679","199,070","262,762","342,643","449,029","462,548","463,225","504,023","387,285","335,740","285,944","255,246","217,639","282,873","4,741,947"
1995,1995245,Australia,"23,910","79,720","126,300","165,170","228,200","299,060","394,420","409,620","412,710","452,140","346,810","300,060","253,900","224,510","192,170","244,630","4,153,330"
1995,1995246,New Zealand,"12,096","22,515","29,379","33,900","34,562","43,583","54,609","52,928","50,515","51,883","40,475","35,680","32,044","30,736","25,469","38,243","588,617"
1995,1995247,Melanesia,"5,113","5,960","5,921","5,453","5,461","7,248","9,106","10,220","9,816","8,261","7,314","6,280","4,847","2,445","1,533","1,850","96,828"
1995,1995248,Fiji,876,755,707,762,979,"1,176","1,232","1,160","1,058",946,828,783,629,432,291,387,"13,001"
1995,1995249,New Caledonia,"1,187","1,997","2,205","2,276","2,107","2,922","4,096","4,988","4,799","3,863","3,540","3,399","2,906","1,300",884,"1,193","43,662"
1995,1995250,Papua New Guinea,"2,589","2,803","2,705","2,136","1,820","2,302","2,931","3,349","3,357","2,992","2,549","1,833","1,111",600,290,159,"33,526"
1995,1995251,Solomon Islands,248,225,154,153,377,589,563,454,362,287,275,182,138,70,39,62,"4,178"
1995,1995252,Vanuatu,213,180,150,126,178,259,284,269,240,173,122,83,63,43,29,49,"2,461"
1995,1995253,Micronesia,"5,005","5,949","6,478","7,448","12,748","15,134","15,409","13,512","10,890","7,833","5,951","4,208","3,088","2,298","1,434","1,302","118,687"
1995,1995254,Guam,"2,942","4,092","4,384","5,014","7,763","8,132","7,987","7,458","5,997","4,688","3,873","2,967","2,403","1,879","1,243","1,090","71,912"
1995,1995255,Kiribati,186,242,283,270,215,203,189,172,149,91,70,57,33,23,15,25,"2,223"
1995,1995256,Marshall Islands,119,95,71,71,122,172,188,180,142,97,69,53,40,26,12,23,"1,480"
1995,1995257,Micronesia (Fed. States of),233,196,189,218,381,434,395,353,310,235,171,98,67,32,10,20,"3,342"
1995,1995258,Nauru,182,148,140,145,217,289,315,301,250,182,133,98,76,52,28,49,"2,605"
1995,1995259,Northern Mariana Islands,"1,096",961,"1,176","1,522","3,560","5,082","5,583","4,380","3,565","2,231","1,489",849,430,265,108,79,"32,376"
1995,1995260,Palau,247,215,235,208,490,822,752,668,477,309,146,86,39,21,18,16,"4,749"
1995,1995261,Polynesia,"4,126","4,727","4,906","5,176","6,392","6,894","7,262","6,359","5,189","4,478","3,219","2,013","1,499","1,032",650,879,"64,801"
1995,1995262,American Samoa,877,"1,319","1,652","2,081","2,851","2,925","2,804","2,378","1,864","1,363","1,008",691,529,323,230,203,"23,098"
1995,1995263,Cook Islands,354,377,332,285,243,199,183,150,134,102,83,69,48,37,31,59,"2,686"
1995,1995264,French Polynesia,"1,169","1,825","1,777","1,746","2,370","2,960","3,532","3,181","2,681","2,611","1,816",963,679,450,254,346,"28,360"
1995,1995265,Niue,63,62,60,50,38,37,39,33,24,19,16,12,10,7,3,7,480
1995,1995266,Samoa,936,534,538,498,369,282,260,254,203,170,112,121,96,99,72,150,"4,694"
1995,1995267,Tokelau,34,45,48,32,22,18,14,10,7,7,5,3,3,2,1,15,266
1995,1995268,Tonga,499,415,340,291,272,251,231,195,159,125,116,105,93,82,41,59,"3,274"
1995,1995269,Tuvalu,16,12,8,13,33,33,28,24,18,14,13,9,10,9,4,19,263
1995,1995270,Wallis and Futuna Islands,178,138,151,180,194,189,171,134,99,67,50,40,31,23,14,21,"1,680"
